filename	img_id	split	sentence	swapped_sentence
2206282062.jpg	3953	val	Female beach volleyball players on either side of a net, with one looking to spike the ball as her teammate watches with the blue sky in the background.	The ball on either side of a net, with one looking to spike the female beach volleyball players as her teammate watches with the blue sky in the background.
2206282062.jpg	3953	val	3 women are playing beach volleyball, with one about to spike, one about to block, and the other looking on.	Beach volleyball are playing 3 women, with one about to spike, one about to block, and the other looking on.
2206282062.jpg	3953	val	Four girls in bathing suit type uniforms are pictured playing volleyball outdoors.	Volleyball outdoors are pictured playing four girls in bathing suit type uniforms.
2206282062.jpg	3953	val	Women in beach bikinis play volleyball in the sunny weather.	Volleyball play women in beach bikinis in the sunny weather.
2206600240.jpg	3960	val	A man and woman sit across from each other at a restaurant table.	A restaurant table sit across from each other at a man and woman.
2206600240.jpg	3960	val	The man and the woman are sitting at a table in a food court.	A table and the woman are sitting at the man in a food court.
2206600240.jpg	3960	val	A elderly lady and a middle-aged man talk over a table.	A table talk over a elderly lady and a middle-aged man.
2208310655.jpg	3969	val	A boy is kissing a woman on the cheek next to a girl who is wide eyed and sticking out her tongue.	A woman is kissing a boy on the cheek next to a girl who is wide eyed and sticking out her tongue.
2208310655.jpg	3969	val	Mother with two boys, one acting goofy and the other giving her a kiss.	Two boys with mother, one acting goofy and the other giving her a kiss.
2208310655.jpg	3969	val	A mother and two children are posing with funny faces.	Funny faces are posing with a mother and two children.
2209496328.jpg	3975	val	A Golden Labrador is swimming through water with a red toy in its mouth.	A red toy is swimming through water with a Golden Labrador in its mouth.
2209496328.jpg	3975	val	A white dog swims in the water while holding a red object in its mouth.	A red object swims in the water while holding a white dog in its mouth.
2209496328.jpg	3975	val	A white dog swims through the water with a red toy.	A red toy swims through the water with a white dog.
2209751.jpg	3977	val	A movie with a car is being filmed on the street.	A car with a movie is being filmed on the street.
2209751.jpg	3977	val	Interior of yellow car is filmed.	Interior of yellow car is filmed.
2210054257.jpg	3979	val	A group of five children and three adults look on while a fourth adult speaks on a beach.	A fourth adult looks on while a group of five children and three adults speaks on a beach.
2210054257.jpg	3979	val	A group of men, women, and children, all wearing hats, talk on the beach.	On the beach talk a group of men, women, and children, all wearing hats.
2210054257.jpg	3979	val	A crowd of individuals on the beach listening to a man.	A man listening to a crowd of individuals on the beach.
2210054257.jpg	3979	val	Grandfather explaining how to do something on a beach.	How to do something explains Grandfather on a beach.
2212472643.jpg	3995	val	A baby in campflauge crawls on a clean hardwood floor.	A clean hardwood floor crawls on a baby in campflauge.
2212472643.jpg	3995	val	A small boy wearing pajamas crawls across the floor.	The floor crawls across a small boy wearing pajamas.
2212472643.jpg	3995	val	Little boy in Cami crawling on brown floor	Brown floor in Cami crawling on little boy
2212472643.jpg	3995	val	A young child is on all fours inside.	All fours is a young child inside.
2214383094.jpg	4011	val	A little girl donates to the Salvation Army near a storefront with white, plastic containers.	The Salvation Army donates to a little girl near a storefront with white, plastic containers.
2214383094.jpg	4011	val	A woman in a black and white Salvation Army uniform accepts a donation from a young girl.	A donation in a black and white Salvation Army uniform accepts a woman from a young girl.
2214383094.jpg	4011	val	A young girl is donating money to a Salvation Army collection woman.	A Salvation Army collection woman is donating money to a young girl.
2214383094.jpg	4011	val	A young child is giving a donation to a Salvation army worker.	A donation is giving a young child to a Salvation army worker.
2214383094.jpg	4011	val	A little girl donates to the Salvation Army.	The Salvation Army donates to a little girl.
2219805467.jpg	4053	val	The yellow dog walks on the beach with a tennis ball in its mouth.	A tennis ball walks on the beach with the yellow dog in its mouth.
2219805467.jpg	4053	val	A dog runs in the water with a tennis ball in its mouth.	A tennis ball runs in the water with a dog in its mouth.
2219805467.jpg	4053	val	A yellow dog carries a ball in its mouth on the beach.	A ball carries a yellow dog in its mouth on the beach.
2219805467.jpg	4053	val	A tan dog runs at the beach carrying a yellow ball.	A yellow ball runs at the beach carrying a tan dog.
2219959872.jpg	4054	val	A man in a red muscle shirt poses for a picture beside a stone building whilst other people pass by.	A picture in a red muscle shirt poses for a man beside a stone building whilst other people pass by.
2219959872.jpg	4054	val	A man in a red shirt is standing with two fitls in front of an old structure.	Two fitls is standing with a man in a red shirt in front of an old structure.
2219959872.jpg	4054	val	A man poses outside a tourist location.	A tourist location poses outside a man.
2223151597.jpg	4072	val	A lady in a dark top and black necklace is sitting next to a man in a black sweater and listening to a conversation.	A man in a black sweater is sitting next to a lady in a dark top and black necklace and listening to a conversation.
2223151597.jpg	4072	val	A man and woman seated at a table converse while another couple, standing at the bar behind them, does the same.	Another couple, standing at the bar behind them, converse while a man and woman seated at a table does the same.
2223151597.jpg	4072	val	A man and a woman are sitting at a table talking.	A table and a man are sitting at a woman talking.
2223151597.jpg	4072	val	Man looks on as woman is talking while at a bar.	Woman looks on as man is talking while at a bar.
2223151597.jpg	4072	val	A woman and a man sit a table in a bar.	A table sit a woman and a man in a bar.
2224524855.jpg	4077	val	A band plays at a venue along the water.	A venue plays a band at along the water.
2224524855.jpg	4077	val	A band performs on a lakefront stage.	A lakefront stage performs a band on.
2224524855.jpg	4077	val	A band is playing music on a stage.	Music is playing a band on a stage.
2230971412.jpg	4141	val	The two old grandmother is talking each other.	Each other is talking the two old grandmother.
2230971412.jpg	4141	val	Two elderly woman are talking at a gathering.	Two elderly woman are talking at a gathering.
2230971412.jpg	4141	val	Two old women enjoying at a gathering.	A gathering enjoying two old women at.
2230971412.jpg	4141	val	Two women are smiling at an event.	An event are smiling at two women.
2250479700.jpg	4271	val	A girl in a pink shirt is teaching a young man in a striped sweater how to knit.	A young man in a striped sweater is teaching a girl in a pink shirt how to knit.
2251418114.jpg	4280	val	A little boy sitts on top of a big rock.	A big rock sitts on top of a little boy.
2251418114.jpg	4280	val	A boy stands on a rocky mountain.	A rocky mountain stands on a boy.
226115048.jpg	4351	val	A man wearing all black and holding a green can roasts a large hotdog on a stick.	A large hotdog on a stick roasts a man wearing all black and holding a green can.
226115048.jpg	4351	val	A person with a can holds a hotdog on a stick.	A hotdog on a stick holds a person with a can.
227689211.jpg	4463	val	A policeman wearing a black had and a bright, green shirt licks his lips.	His lips licks a policeman wearing a black had and a bright, green shirt.
227689211.jpg	4463	val	A policeman looks at a man wearing a sailor costume.	A man wearing a sailor costume looks at a policeman.
2279729059.jpg	4480	val	A man, in what looks like a firefighter suit, standing in the street with a large vehicles in the street.	A large vehicles in the street standing in the street with a man, in what looks like a firefighter suit.
2279729059.jpg	4480	val	There is a man in fireman's gear crossing the road near a white bus and a red semi.	A man in fireman's gear crossing the road near a white bus and a red semi is there.
2279729059.jpg	4480	val	A man in a fire suit is looking at an orange truck on a busy street.	An orange truck is looking at a man in a fire suit on a busy street.
2280354512.jpg	4486	val	A black and white dog stands neck deep in clear water.	Neck deep in clear water stands a black and white dog.
2280354512.jpg	4486	val	A dog is being hit by a small wave in the ocean.	A small wave is being hit by a dog in the ocean.
2280354512.jpg	4486	val	A dog plays in the water.	The water plays a dog in the water.
2281226546.jpg	4494	val	A man sings while surrounding band members play instruments, such as the keyboards, and the drums, while other instruments are unused in the background.	Instruments sings while surrounding band members play a man, such as the keyboards, and the drums, while other instruments are unused in the background.
2281226546.jpg	4494	val	A band is playing music on stage at a concert.	Music is playing a band on stage at a concert.
2281226546.jpg	4494	val	A six piece band performs on stage.	A six piece band performs on stage.
2281226546.jpg	4494	val	Men in a band playing on stage.	A band playing on stage Men in.
2289754578.jpg	4561	val	A woman in a long black dress playing the violin with a black man in a striped shirt, while the other band member with guitar plays along.	The violin plays a woman in a long black dress with a black man in a striped shirt, while the other band member with guitar plays along.
2289754578.jpg	4561	val	A red-haired woman and a black man stand sharing a microphone while playing violins as part of an ensemble.	A microphone stand sharing a red-haired woman and a black man while playing violins as part of an ensemble.
2289754578.jpg	4561	val	There are 3 people playing musical instrument and one other person looks like she is singing.	"""3 people are playing musical instrument and one other person looks like she is singing There."""
2289754578.jpg	4561	val	A man and a woman are playing the violin while another man is playing an electric guitar.	The violin and an electric guitar are playing the man and a woman while another man is.
2295489839.jpg	4605	val	A young girl in a tank top is practicing keyboard.	A keyboard is practicing a young girl in a tank top.
2295489839.jpg	4605	val	A woman plays a synthesizer in a dark room.	A synthesizer plays a woman in a dark room.
2295489839.jpg	4605	val	A woman singing and playing a keyboard.	A keyboard singing and playing a woman.
2295489839.jpg	4605	val	A man plays a keyboard and sings.	A keyboard plays a man and sings.
2297744130.jpg	4616	val	A kid in a yellow jacket and blue baseball cap jumping from a rock.	A rock jumping from a kid in a yellow jacket and blue baseball cap.
2297744130.jpg	4616	val	A child wearing a yellow jacket is jumping down from a rock.	A rock is jumping down from a child wearing a yellow jacket.
2297744130.jpg	4616	val	Little kid with yellow jacket and blue hat jumping off rock	Rock jumping off little kid with yellow jacket and blue hat
2297744130.jpg	4616	val	A young boy jumps into water.	Water jumps into a young boy.
230105501.jpg	4641	val	A girls sitting pretty on the arm of a couch rads a card presented to her by a girl that's standing sideways with a glass of wine in her hands.	A card sitting pretty on the arm of a couch reads a girls presented to her by a girl that's standing sideways with a glass of wine in her hands.
230105501.jpg	4641	val	A woman is reading a card while sitting on an end of a couch, while another woman is standing next to her holding a glass to drink.	A card is reading a woman while sitting on an end of a couch, while another woman is standing next to her holding a glass to drink.
230105501.jpg	4641	val	The girl in a black shirt is reading a greeting card that was given to her by a friend of hers.	A greeting card is reading the girl in a black shirt that was given to her by a friend of hers.
230105501.jpg	4641	val	Two women are together, one is reading and the other is drinking something.	"""Something is together, one is reading and the other is drinking two women."""
230105501.jpg	4641	val	Two girls enjoying and sharing their ideas.	"""Their ideas enjoying and sharing two girls."""
2310452540.jpg	4734	val	5 Construction workers wearing yellow vests and blue hats are outside working.	"""Outside working are 5 Construction workers wearing yellow vests and blue hats."""
2310452540.jpg	4734	val	Five construction workers in hard hats and yellow vests are busy at work.	Five construction workers in hard hats and yellow vests are busy at work.
2310452540.jpg	4734	val	There are construction workers working hard on a project.	A project are construction workers working hard on there.
2311881432.jpg	4743	val	A man with a shaved head is sitting on a sandy beach holding an electric razor close to his face.	An electric razor close to his face is sitting on a sandy beach holding a man with a shaved head.
2311881432.jpg	4743	val	A bald headed man with a beard holding an electric shaver on a beach.	An electric shaver holding a bald headed man with a beard on a beach.
2311881432.jpg	4743	val	A man is shaving while sitting on the beach in front of the ocean.	The beach is shaving while sitting on a man in front of the ocean.
2315320158.jpg	4768	val	A woman wearing a blue shirt opens a present, which is a green hat.	A present opens a woman wearing a blue shirt, which is a green hat.
2315320158.jpg	4768	val	A blond-haired woman wearing a blue shirt unwraps a hat.	A hat unwraps a blond-haired woman wearing a blue shirt.
2315320158.jpg	4768	val	A woman in a blue shirt unwraps a gift of a green hat.	A gift of a green hat unwraps a woman in a blue shirt.
2315320158.jpg	4768	val	A woman wearing a blue shirt opens a gift.	A gift opens a woman wearing a blue shirt.
2319963351.jpg	4808	val	There are two men and a woman in church, the woman is in the back and the men are next to a piano.	Two men and a woman are there in church, the woman is in the back and the men are next to a piano.
2319963351.jpg	4808	val	Two men are behind an organ with very large organ pipes and one onlooker in the background.	An organ with very large organ pipes and one onlooker in the background are behind two men.
2319963351.jpg	4808	val	Two men talk to each other behind an organ while a lone woman stands to their right.	"""Each other talk to two men behind an organ while a lone woman stands to their right."""
2319963351.jpg	4808	val	One man sits at a pipe organ in a church while another stands next to him.	A pipe organ sits at one man in a church while another stands next to him.
2319963351.jpg	4808	val	Several people are standing in front of an organ.	An organ are standing several people in front of.
2324842075.jpg	4840	val	A man wearing a Facebook lanyard is holding a microphone.	A microphone is holding a man wearing a Facebook lanyard.
2324842075.jpg	4840	val	A young blond-haired man speaks into a microphone.	A microphone speaks into a young blond-haired man.
2324842075.jpg	4840	val	A man in a white shirt holds a microphone.	A microphone holds a man in a white shirt.
2324842075.jpg	4840	val	A man is speaking into a microphone.	A microphone is speaking into a man.
2326795765.jpg	4860	val	A hotel bellboy is pushing a gold colored metal luggage cart filled with various pieces of luggage outside of a fancy hotel.	A gold colored metal luggage cart is pushing a hotel bellboy filled with various pieces of luggage outside of a fancy hotel.
2326795765.jpg	4860	val	A bellhop is pushing luggage around inside a hotel.	Luggage is pushing a bellhop around inside a hotel.
2326795765.jpg	4860	val	A bellhop is pushing a cart.	A cart is pushing a bellhop.
233361142.jpg	4906	val	The black and white dog is running through the bushes.	The bushes is running through the black and white dog.
233361142.jpg	4906	val	A black, brown, and tan dog jumps at the camera.	The camera jumps at a black, brown, and tan dog.
2334983049.jpg	4917	val	A man in a striped shirt and lady in a black hat are watching a young band perform on stage.	A young band are watching a man in a striped shirt and lady in a black hat perform on stage.
2334983049.jpg	4917	val	A group is playing music on stage in front of a crowd of people.	Music is playing a group on stage in front of a crowd of people.
2334983049.jpg	4917	val	A man in a hat is covered in concert silly string.	concert silly string is covered in a man in a hat.
2334983049.jpg	4917	val	A crowd looks on as a band plays music on a stage.	A band looks on as a crowd plays music on a stage.
2340206885.jpg	4960	val	Three dogs come face to face with each other in a snowy field.	Each other come face to face with three dogs in a snowy field.
2340206885.jpg	4960	val	A group of dogs look at each other while standing in the snow.	Each other look at a group of dogs while standing in the snow.
2340206885.jpg	4960	val	Three dogs meet in the snow.	in the snow meet Three dogs
234580030.jpg	5013	val	A man and a woman talk while standing next to a tree.	A tree talk a man and a woman while standing next to.
234580030.jpg	5013	val	A man and a woman are talking under a tree.	A tree are talking a man and a woman under.
234580030.jpg	5013	val	Two people are at a park.	A park are at two people.
2353119813.jpg	5062	val	A dog plays with a ball with a large office building behind it.	A ball plays with a dog with a large office building behind it.
2353119813.jpg	5062	val	A dog is jumping playing with a ball that has broken.	A ball is jumping playing with a dog that has broken.
2353119813.jpg	5062	val	A dog jumps to catch a ball in a large field.	A ball jumps to catch a dog in a large field.
2353119813.jpg	5062	val	A dog jumps for a yellow and black ball.	A yellow and black ball jumps for a dog.
2354516058.jpg	5073	val	An older women wearing a red and gray printed sweater is standing in her kitchen stirring a stew.	A stew is standing an older women wearing a red and gray printed sweater in her kitchen stirring.
2354516058.jpg	5073	val	An older woman in a sweater stirs a pot of food in the kitchen.	A pot of food in the kitchen stirs an older woman in a sweater.
2354516058.jpg	5073	val	An older lady in a gray and red sweater is cooking on a meal.	A meal is cooking on an older lady in a gray and red sweater.
2354516058.jpg	5073	val	A woman is stirring a pot of stew that is cooking.	A pot of stew that is cooking is stirring a woman.
2354516058.jpg	5073	val	A woman is preparing a soup on a stove.	A soup is preparing a woman on a stove.
2359784186.jpg	5108	val	A young boy in a trench coat is holding a red bottle outside of a brick building.	A red bottle is holding a young boy in a trench coat outside of a brick building.
2359784186.jpg	5108	val	A man in a long gray overcoat stands in a courtyard as snowfalls.	A courtyard stands a man in a long gray overcoat as snowfalls.
2359784186.jpg	5108	val	A young man is wearing a blue outfit and gray coat.	A blue outfit and gray coat is wearing a young man.
2359784186.jpg	5108	val	Woman in coat outside a house while snowing	A house in coat outside a woman while snowing
2367317953.jpg	5162	val	There is a girl in a Puma jacket being hugged from behind by another girl.	Another girl is a girl in a Puma jacket being hugged from behind by there.
2367317953.jpg	5162	val	A female soccer player gives a teammate a piggyback ride.	A teammate gives a female soccer player a piggyback ride.
2367317953.jpg	5162	val	Two athletic girls in PUMA outfits hugging each other.	Each other hugging two athletic girls in PUMA outfits.
2367317953.jpg	5162	val	The girl is hugging another girl outside.	Another girl is hugging the girl outside.
2373370266.jpg	5204	val	A blond child holding a sword and dressed in a black robe is standing next to a stroller.	A stroller holding a sword and dressed in a black robe is standing next to a blond child.
2373370266.jpg	5204	val	A little boy in a samurai costume holds a toy sword as he stands in front of a stroller.	A toy sword holds a little boy in a samurai costume as he stands in front of a stroller.
2374523052.jpg	5214	val	A guy with curly hair is skateboarding along a gray ramp with yellow letters.	A gray ramp with yellow letters is skateboarding along a guy with curly hair.
2374523052.jpg	5214	val	A long-haired man wearing a gray hoodie skateboards above some graffiti.	Some graffiti skateboards a long-haired man wearing a gray hoodie above.
2376252671.jpg	5224	val	A man dressed in black, is carrying a table across a large empty looking hall.	A table dressed in black, is carrying a man across a large empty looking hall.
2376252671.jpg	5224	val	A man wearing black is moving a table top in an empty room.	A table top wearing black is moving a man in an empty room.
2376252671.jpg	5224	val	A man in black rolling a round table across a floor.	A round table rolling a man in black across a floor.
2376252671.jpg	5224	val	A man is rolling a circular table across the floor.	A circular table is rolling a man across the floor.
2376252671.jpg	5224	val	A man puts away a table.	A table puts away a man.
2382847674.jpg	5270	val	A man wearing a yellow shirt is steering a boat that has several other people on it.	A boat wearing a yellow shirt is steering a man that has several other people on it.
2382847674.jpg	5270	val	A group of young people are riding a speedboat on the water.	A speedboat are riding a group of young people on the water.
2382847674.jpg	5270	val	A group of people are in a boat on a large body of water.	A boat are in a group of people on a large body of water.
2382847674.jpg	5270	val	Man steering a boat full of people	A boat full of people steering Man
2383712490.jpg	5274	val	A man in a yellow shirt checks readings on a device outside of Barnsdall Art Park.	"""Readings checks a man in a yellow shirt on a device outside of Barnsdall Art Park."""
2383712490.jpg	5274	val	A man in a yellow shirt stands in front of a gray concrete building.	A gray concrete building stands a man in a yellow shirt in front of.
2383712490.jpg	5274	val	A man in a yellow shirt is standing in the sidewalk measuring.	The sidewalk is standing a man in a yellow shirt measuring.
2383712490.jpg	5274	val	A man in a yellow shirt is using some kind of a device.	Some kind of a device is using a man in a yellow shirt.
2386635533.jpg	5300	val	A woman with a dark blue shirt and jeans throws a bag of trash in a dumpster.	A bag of trash throws a woman with a dark blue shirt and jeans in a dumpster.
2386635533.jpg	5300	val	A woman in a blue shirt and jeans is throwing something away in a dumpster.	"""Something is throwing a woman in a blue shirt and jeans away in a dumpster."""
2386635533.jpg	5300	val	A woman tosses a bag of trash into a dumpster.	A bag of trash tosses a woman into a dumpster.
2387197355.jpg	5304	val	A woman wears a red dress and a black mask while people dance behind her.	A red dress and a black mask wears a woman while people dance behind her.
2387197355.jpg	5304	val	A woman in a red dress and black mask is on a crowded dance floor	A crowded dance floor is on a woman in a red dress and black mask
2387197355.jpg	5304	val	A woman in a domino mask and severe hair is at a party.	A party in a domino mask and severe hair is at a woman.
2387197355.jpg	5304	val	A group of people are partying at a masquerade party.	A masquerade party are partying at a group of people.
2396025708.jpg	5371	val	A person parasails on the crest of a wave.	The crest of a wave parasails a person.
2396025708.jpg	5371	val	A man rides large waves on a wind sail.	Large waves rides a man on a wind sail.
2396025708.jpg	5371	val	A man windsurfs in the ocean.	The ocean windsurfs a man.
2396025708.jpg	5371	val	A man parasails in the waves.	The waves parasails a man.
2398915100.jpg	5387	val	Men in similar blue and white jackets are on a bus with the same colors on the side.	A bus with the same colors on the side are on men in similar blue and white jackets.
2398915100.jpg	5387	val	Asian men in athletic uniforms riding the bus.	The bus riding Asian men in athletic uniforms.
2398915100.jpg	5387	val	Men wearing blue uniforms sit on a bus.	A bus sit on men wearing blue uniforms.
2398915100.jpg	5387	val	A group of men are on a bus.	A bus are on a group of men.
2409312675.jpg	5447	val	A four wheel drive car is driving through the mud.	The mud is driving through a four wheel drive car.
2409312675.jpg	5447	val	A monster truck gets stuck in a muddy hole.	A muddy hole gets stuck in a monster truck.
2409312675.jpg	5447	val	The truck appears to be stuck in the mud.	The mud appears to be stuck in the truck.
2409312675.jpg	5447	val	An ATV attempts to get out of a ditch.	A ditch attempts to get out of an ATV.
2409312675.jpg	5447	val	A truck climbs a muddy hill.	A muddy hill climbs a truck.
241345721.jpg	5477	val	The American footballer wearing red is pushing the player in white to the ground.	The player in white is pushing the American footballer wearing red to the ground.
241345721.jpg	5477	val	One football player in a red jersey jumping onto a player wearing a white jersey	A player wearing a white jersey jumping onto one football player in a red jersey
241345721.jpg	5477	val	Two football players bang into each other during a football game.	Each other bang into two football players during a football game.
241345721.jpg	5477	val	A man tackles another man while playing football.	Another man tackles a man while playing football.
241345811.jpg	5479	val	There is a football player in a red jersey on the field talking to his coach.	A football player in a red jersey on the field talking to his coach is there.
241345811.jpg	5479	val	A football player in red and white is talking to a coach.	A coach is talking to a football player in red and white.
241345811.jpg	5479	val	A coach talks to a football player during a timeout.	A football player talks to a coach during a timeout.
241345811.jpg	5479	val	A football coach speaks with a player.	A player speaks with a football coach.
241347580.jpg	5515	val	Two girls wearing red jerseys, each with long light brown hair, sit in the stands.	The stands sit two girls wearing red jerseys, each with long light brown hair.
241347580.jpg	5515	val	Two young girls appear to be at attention during the national anthem.	The national anthem appears to be at attention during two young girls.
241347580.jpg	5515	val	Two blond girls wear sports jerseys while watching a game together.	Sports jerseys wear two blond girls while watching a game together.
241347580.jpg	5515	val	Two girls sit near a wall and watch a sporting event.	A sporting event sit near a wall and watch two girls.
241347611.jpg	5516	val	A man on the coaching staff for OU has sunglasses on his head during a football game.	Sunglasses on his head during a football game has a man on the coaching staff for OU.
241347611.jpg	5516	val	A man in a white shirt is walking on a football field in front of some players.	Some players is walking on a football field in front of a man in a white shirt.
241347611.jpg	5516	val	A football coach is walking on a football field.	A football field is walking on a football coach.
241347803.jpg	5522	val	The Oklahoma football player watches the game from the sidelines.	The game watches the Oklahoma football player from the sidelines.
241347803.jpg	5522	val	A football player is in a red and white uniform Sooners #28.	A red and white uniform Sooners #28 is in a football player.
241347803.jpg	5522	val	This football team wears red shirts and red helmets.	Red shirts and red helmets wears this football team.
2417341107.jpg	5550	val	A person with black shorts and shirt does a handstand on the beach.	A handstand does a person with black shorts and shirt on the beach.
2417341107.jpg	5550	val	A boy in black clothes is doing a cartwheel on the beach.	A cartwheel is doing a boy in black clothes on the beach.
2417341107.jpg	5550	val	The person is doing a handstand on the beach.	A handstand is doing the person on the beach.
2417341107.jpg	5550	val	A kid is doing a hand-stand on the beach.	A hand-stand is doing a kid on the beach.
2417623030.jpg	5553	val	A group of people stand on a brick path.	A brick path stand a group of people on.
2417623030.jpg	5553	val	Two couples stop to take a photo.	A photo stop to take Two couples.
2417623030.jpg	5553	val	Four runners pose for a picture.	A picture pose for Four runners.
2417623030.jpg	5553	val	They are posing for a picture.	A picture are posing for They.
2420730259.jpg	5576	val	A man wearing a green shirt is trying to comfort his crying child by holding the child and giving him a kiss on the cheek.	His crying child wearing a green shirt is trying to comfort a man by holding the child and giving him a kiss on the cheek.
2420730259.jpg	5576	val	A man in a green shirt is kissing a crying toddler whilst watching runners in a road race.	A crying toddler in a green shirt is kissing a man whilst watching runners in a road race.
2420730259.jpg	5576	val	Man kisses crying baby at a marathon.	Crying baby kisses man at a marathon.
2430018178.jpg	5680	val	Five men are playing musical instruments together on a stage.	Musical instruments are playing five men together on a stage.
2430018178.jpg	5680	val	Five people are playing various instruments in a band.	Various instruments are playing five people in a band.
2430018178.jpg	5680	val	A five member band is playing in a dimly lit studio.	A dimly lit studio is playing a five member band in.
2430018178.jpg	5680	val	Five members of a band are playing a song.	A song are playing five members of a band.
2434710077.jpg	5711	val	Friend gathered together setting and laughing on a blue blanket with a little toddler wearing a blue hat.	A blue blanket gathered together setting and laughing on Friend with a little toddler wearing a blue hat.
2434710077.jpg	5711	val	Three women are sitting on a blanket on the ground with a baby, and are talking and having a good time.	A baby are sitting on a blanket on the ground with three women, and are talking and having a good time.
2434710077.jpg	5711	val	Three young girls and a baby are sitting in the grass on a blue blanket with baby toys scattered on it.	A baby and three young girls are sitting in the grass on a blue blanket with baby toys scattered on it.
2434710077.jpg	5711	val	Outdoors by a wood fence, three women and a toddler sit on a blue quilted blanket.	A blue quilted blanket sit three women and a toddler outdoors by a wood fence.
2434710077.jpg	5711	val	Three women and a baby sit on a blue blanket outside.	A blue blanket sit on three women and a baby outside.
2439942035.jpg	5752	val	An elderly Asian man and child, who appear to be Tibetan monks, perform a ceremony involving ringing bells.	A ceremony involving ringing bells perform an elderly Asian man and child, who appear to be Tibetan monks.
2439942035.jpg	5752	val	A man and a boy adorned in red and gold ring bells during some type of ceremony.	Bells adorned in red and gold ring a man and a boy during some type of ceremony.
2439942035.jpg	5752	val	A old man and a young boy are sitting at a table dressed in cultural garb.	A table are sitting at a old man and a young boy dressed in cultural garb.
2439942035.jpg	5752	val	A man and a boy are sitting at an altar both are holding bells.	Both are holding bells a man and a boy are sitting at an altar.
2445654384.jpg	5808	val	A man with sunglasses is helping a child with sunglasses slide down a slide.	A child with sunglasses is helping a man with sunglasses slide down a slide.
2445654384.jpg	5808	val	A man in a black shirt is holding a child wearing sunglasses.	A child wearing sunglasses is holding a man in a black shirt.
2445654384.jpg	5808	val	A man in sunglasses is holding a child at the top of a slide	A child in sunglasses is holding a man at the top of a slide
2463067409.jpg	5950	val	The gray dog is jumping through the grass with water in the background.	The grass is jumping through the gray dog with water in the background.
2463067409.jpg	5950	val	A dog runs through the grass towards the camera.	The camera runs through the grass towards a dog.
2473956981.jpg	6043	val	Four female teens are shown playing soccer on a grassy field on an overcast day, two of them in uniforms consisting of red-and-white vertically-striped jerseys and blue shorts.	Soccer are shown playing four female teens on a grassy field on an overcast day, two of them in uniforms consisting of red-and-white vertically-striped jerseys and blue shorts.
2473956981.jpg	6043	val	The girl with the long ponytail prepared to throw the ball to another player on the field.	The ball prepared to throw the girl with the long ponytail to another player on the field.
2473956981.jpg	6043	val	Four women play soccer, two wearing all white and two wearing red, white and blue.	Soccer play four women, two wearing all white and two wearing red, white and blue.
2473956981.jpg	6043	val	A girl in a white soccer jersey throws the ball into play in a soccer match.	The ball in a white soccer jersey throws a girl into play in a soccer match.
2473956981.jpg	6043	val	A female soccer player throws the ball into play.	The ball throws a female soccer player into play.
2474483208.jpg	6049	val	Two men, one in a white outfit and the other in a blue outfit, are competing in a fighting match at an indoor venue.	A fighting match in a fighting match at an indoor venue are competing Two men, one in a white outfit and the other in a blue outfit.
2474483208.jpg	6049	val	This is an image of two men during a match of karate and a display of fighting skills.	An image of two men during a match of karate and a display of fighting skills is This.
2474483208.jpg	6049	val	Two men go toe to toe in a martial arts competition.	Toe to toe go two men in a martial arts competition.
2474483208.jpg	6049	val	Two man are wrestling on a yellow and blue floor.	A yellow and blue floor are wrestling on Two man.
2474785004.jpg	6055	val	A woman in blue shorts and a red and white striped shirt throws a soccer ball out onto a green field with players on it.	A soccer ball throws a woman in blue shorts and a red and white striped shirt out onto a green field with players on it.
2474785004.jpg	6055	val	A girl in a red and white shirt and blue shorts is getting ready to throw a ball.	A ball is getting ready to throw a girl in a red and white shirt and blue shorts.
2474785004.jpg	6055	val	A girl wearing a red striped shirt is about to throw a soccer ball onto a field.	A soccer ball wearing a red striped shirt is about to throw a girl onto a field.
2474785004.jpg	6055	val	A female soccer player is throwing the ball into the field.	The ball is throwing a female soccer player into the field.
24759839.jpg	6063	val	A man is sitting in a chair and looking at something that he is holding.	Something that he is holding is sitting in a chair and looking at a man.
24759839.jpg	6063	val	A seated man is working with his hands.	His hands is working with a seated man.
24759839.jpg	6063	val	Old man reading a device.	A device reading Old man.
2479180530.jpg	6089	val	A dog is running across the sand with a stick in its mouth.	A stick is running across the sand with a dog in its mouth.
2479180530.jpg	6089	val	A brown dog runs on the sand, holding a stick.	A stick runs on the sand, holding a brown dog.
2479180530.jpg	6089	val	The dog is playing with the stick on the beach.	The stick is playing with the dog on the beach.
2479180530.jpg	6089	val	A brown dog runs on the sand carrying a stick.	A stick runs on the sand carrying a brown dog.
2481490320.jpg	6110	val	A man is paddling a kayak on water beside a large rock face.	A kayak is paddling a man on water beside a large rock face.
2481490320.jpg	6110	val	A man is rowing a canoe in a body of water.	A canoe is rowing a man in a body of water.
2481490320.jpg	6110	val	A man rows a boat against a night sky.	A boat rows a man against a night sky.
2488783398.jpg	6143	val	A man in a red and white striped shirt runs a hotdog stand across the street from a pizza parlor.	A hotdog stand in a red and white striped shirt runs a man across the street from a pizza parlor.
2488783398.jpg	6143	val	A man in a red and white striped shirts sits on a stool at a hotdog stand.	A hotdog stand sits on a stool at a man in a red and white striped shirts.
